TEFF   5500.  GRAVITY 1.50000 LTE 
TITLE  [0.0] VTURB=2  L/H=1.25 NOVER NEW ODF                                    
FLUX    1     9.09        3.298047E+16   6.4299-218   6.4300-218   0.99998
FLUX    2     9.35        3.206337E+16   6.5379-212   6.5380-212   0.99998
FLUX    3     9.61        3.119589E+16   3.1397-206   3.1398-206   0.99998
FLUX    4     9.77        3.068501E+16   6.9548-203   6.9550-203   0.99998
FLUX    5     9.96        3.009965E+16   4.7308-199   4.7308-199   0.99998
FLUX    6    10.20        2.939142E+16   2.0442-194   2.0442-194   0.99998
FLUX    7    10.38        2.888174E+16   4.4250-191   4.4251-191   0.99998
FLUX    8    10.56        2.838944E+16   7.3607-188   7.3609-188   0.99998
FLUX    9    10.77        2.783589E+16   3.0734-184   3.0734-184   0.99998
FLUX   10    11.04        2.715512E+16   8.6977-180   8.6978-180   0.99998
FLUX   11    11.40        2.629759E+16   3.5046-174   3.5047-174   0.99998
FLUX   12    11.78        2.544928E+16   1.2230-168   1.2231-168   0.99998
FLUX   13    12.13        2.471496E+16   7.6421-164   7.6422-164   0.99998
FLUX   14    12.48        2.402183E+16   2.5569-159   2.5570-159   0.99998
FLUX   15    12.71        2.358714E+16   1.7555-156   1.7555-156   0.99998
FLUX   16    12.84        2.334833E+16   6.3469-155   6.3470-155   0.99998
FLUX   17    13.05        2.297261E+16   1.7927-152   1.7927-152   0.99998
FLUX   18    13.24        2.264294E+16   2.5312-150   2.5313-150   0.99998
FLUX   19    13.39        2.238928E+16   1.1408-148   1.1408-148   0.99998
FLUX   20    13.66        2.194674E+16   8.7478-146   8.7480-146   0.99998
FLUX   21    13.98        2.144438E+16   1.6423-142   1.6424-142   0.99998
FLUX   22    14.33        2.092062E+16   4.2317-139   4.2318-139   0.99998
FLUX   23    14.72        2.036634E+16   1.7171-135   1.7171-135   0.99998
FLUX   24    15.10        1.985381E+16   3.7136-132   3.7136-132   0.99998
FLUX   25    15.52        1.931653E+16   1.1592-128   1.1592-128   0.99998
FLUX   26    15.88        1.887862E+16   8.1346-126   8.1347-126   0.99998
FLUX   27    16.20        1.850571E+16   2.1533-123   2.1534-123   0.99998
FLUX   28    16.60        1.805979E+16   1.6943-120   1.6943-120   0.99998
FLUX   29    17.03        1.760379E+16   1.5446-117   1.5446-117   0.99998
FLUX   30    17.34        1.728907E+16   1.6999-115   1.6999-115   0.99998
FLUX   31    17.68        1.695659E+16   2.4347-113   2.4348-113   0.99998
FLUX   32    18.02        1.663665E+16   2.8857-111   2.8858-111   0.99998
FLUX   33    18.17        1.649931E+16   2.2396-110   2.2397-110   0.99998
FLUX   34    18.61        1.610922E+16   7.5378-108   7.5379-108   0.99998
FLUX   35    19.10        1.569594E+16   3.5699-105   3.5699-105   0.99998
FLUX   36    19.39        1.546119E+16   1.1769-103   1.1769-103   0.99998
FLUX   37    19.84        1.511051E+16   2.1759-101   2.1759-101   0.99998
FLUX   38    20.18        1.485592E+16   9.6231-100   9.6232-100   0.99998
FLUX   39    20.50        1.462402E+16   3.0359E-98   3.0360E-98   0.99998
FLUX   40    21.05        1.424192E+16   8.8920E-96   8.8922E-96   0.99998
FLUX   41    21.62        1.386644E+16   2.3518E-93   2.3519E-93   0.99998
FLUX   42    21.98        1.363933E+16   6.8519E-92   6.8521E-92   0.99998
FLUX   43    22.30        1.344361E+16   1.2486E-90   1.2486E-90   0.99998
FLUX   44    22.68        1.321836E+16   3.5242E-89   3.5242E-89   0.99998
FLUX   45    23.00        1.303446E+16   5.3881E-88   5.3882E-88   0.99998
FLUX   46    23.40        1.281165E+16   1.4611E-86   1.4611E-86   0.99998
FLUX   47    24.00        1.249135E+16   1.6739E-84   1.6740E-84   0.99998
FLUX   48    24.65        1.216197E+16   2.1872E-82   2.1873E-82   0.99998
FLUX   49    25.24        1.187767E+16   1.4622E-80   1.4623E-80   0.99998
