  0.0000000E+00  0.3676255E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.3256644E-09
  0.1000000E-02  0.5748442E-04  0.5341193E-04  0.7028816E-04  0.7267425E-04  0.7723606E-06  0.8443092E-04  0.6900580E-04  0.6943352E-04
  0.2000000E-02  0.1146505E-03  0.1067130E-03  0.1410523E-03  0.1458087E-03  0.1555842E-05  0.1695103E-03  0.1383024E-03  0.1391571E-03
  0.3000000E-02  0.1712527E-03  0.1597981E-03  0.2127759E-03  0.2198690E-03  0.2361601E-05  0.2558854E-03  0.2081894E-03  0.2094683E-03
  0.4000000E-02  0.2270352E-03  0.2125634E-03  0.2858882E-03  0.2953170E-03  0.3201496E-05  0.3442161E-03  0.2789304E-03  0.2806311E-03
  0.5000000E-02  0.2816796E-03  0.2648743E-03  0.3608784E-03  0.3726422E-03  0.4084742E-05  0.4351179E-03  0.3508213E-03  0.3529378E-03
  0.6000000E-02  0.3349502E-03  0.3166588E-03  0.4382809E-03  0.4523257E-03  0.5025393E-05  0.5292007E-03  0.4242124E-03  0.4267396E-03
  0.7000000E-02  0.3865334E-03  0.3677553E-03  0.5184573E-03  0.5346480E-03  0.6032719E-05  0.6272814E-03  0.4992685E-03  0.5021997E-03
  0.8000000E-02  0.4361948E-03  0.4181561E-03  0.6019678E-03  0.6204009E-03  0.7117916E-05  0.7297832E-03  0.5764270E-03  0.5797546E-03
  0.9000000E-02  0.4835504E-03  0.4676061E-03  0.6892022E-03  0.7097098E-03  0.8291879E-05  0.8374852E-03  0.6558146E-03  0.6595262E-03
  0.1000000E-01  0.5285145E-03  0.5161549E-03  0.7806712E-03  0.8033388E-03  0.9567774E-05  0.9510745E-03  0.7378667E-03  0.7419551E-03
  0.1100000E-01  0.5707285E-03  0.5636038E-03  0.8769554E-03  0.9015640E-03  0.1095440E-04  0.1071130E-02  0.8228650E-03  0.8273249E-03
  0.1200000E-01  0.6097811E-03  0.6098549E-03  0.9784290E-03  0.1004837E-02  0.1246552E-04  0.1198204E-02  0.9110303E-03  0.9158440E-03
  0.1300000E-01  0.6471228E-03  0.6561302E-03  0.1086060E-02  0.1114340E-02  0.1412315E-04  0.1333635E-02  0.1003490E-02  0.1008687E-02
  0.1400000E-01  0.6853422E-03  0.7047376E-03  0.1201401E-02  0.1231255E-02  0.1596414E-04  0.1478608E-02  0.1101991E-02  0.1107666E-02
  0.1500000E-01  0.7272135E-03  0.7582014E-03  0.1325999E-02  0.1357234E-02  0.1802468E-04  0.1634921E-02  0.1208426E-02  0.1214759E-02
  0.1600000E-01  0.7755188E-03  0.8188425E-03  0.1461326E-02  0.1493631E-02  0.2034485E-04  0.1803835E-02  0.1324567E-02  0.1331804E-02
  0.1700000E-01  0.8319823E-03  0.8881992E-03  0.1608516E-02  0.1641368E-02  0.2296844E-04  0.1987222E-02  0.1451626E-02  0.1460073E-02
  0.1800000E-01  0.8962867E-03  0.9661015E-03  0.1767825E-02  0.1800418E-02  0.2594875E-04  0.2185519E-02  0.1589639E-02  0.1599617E-02
  0.1900000E-01  0.9678348E-03  0.1052252E-02  0.1939344E-02  0.1970413E-02  0.2935024E-04  0.2400994E-02  0.1738403E-02  0.1750224E-02
  0.2000000E-01  0.1047004E-02  0.1146713E-02  0.2123704E-02  0.2151688E-02  0.3324533E-04  0.2635106E-02  0.1898310E-02  0.1912303E-02
  0.2100000E-01  0.1134636E-02  0.1250454E-02  0.2321800E-02  0.2345787E-02  0.3772713E-04  0.2888667E-02  0.2070454E-02  0.2086914E-02
  0.2200000E-01  0.1232398E-02  0.1364563E-02  0.2535852E-02  0.2554792E-02  0.4290382E-04  0.3163044E-02  0.2256828E-02  0.2276047E-02
  0.2300000E-01  0.1342249E-02  0.1491289E-02  0.2770451E-02  0.2783092E-02  0.4891685E-04  0.3462260E-02  0.2461432E-02  0.2483724E-02
  0.2400000E-01  0.1466305E-02  0.1633262E-02  0.3031377E-02  0.3036300E-02  0.5594394E-04  0.3786980E-02  0.2689138E-02  0.2714834E-02
  0.2500000E-01  0.1607140E-02  0.1792604E-02  0.3322583E-02  0.3319090E-02  0.6419337E-04  0.4139540E-02  0.2943684E-02  0.2973101E-02
  0.2600000E-01  0.1767079E-02  0.1971816E-02  0.3648367E-02  0.3635629E-02  0.7390855E-04  0.4523645E-02  0.3228977E-02  0.3262441E-02
  0.2700000E-01  0.1948314E-02  0.2173905E-02  0.4018753E-02  0.3995530E-02  0.8541971E-04  0.4938800E-02  0.3553069E-02  0.3590836E-02
  0.2800000E-01  0.2155340E-02  0.2403804E-02  0.4441634E-02  0.4407497E-02  0.9912931E-04  0.5390264E-02  0.3923280E-02  0.3965591E-02
  0.2900000E-01  0.2395751E-02  0.2667759E-02  0.4915064E-02  0.4870112E-02  0.1155652E-03  0.5877612E-02  0.4340102E-02  0.4387460E-02
  0.3000000E-01  0.2675936E-02  0.2972554E-02  0.5444779E-02  0.5389086E-02  0.1353592E-03  0.6400034E-02  0.4809845E-02  0.4862844E-02
  0.3100000E-01  0.2999479E-02  0.3323136E-02  0.6041118E-02  0.5975697E-02  0.1592256E-03  0.6960606E-02  0.5341425E-02  0.5400476E-02
  0.3200000E-01  0.3373901E-02  0.3725349E-02  0.6706020E-02  0.6634374E-02  0.1881258E-03  0.7560933E-02  0.5938693E-02  0.6004109E-02
  0.3300000E-01  0.3808211E-02  0.4188606E-02  0.7454115E-02  0.7382783E-02  0.2232935E-03  0.8203023E-02  0.6615736E-02  0.6687643E-02
  0.3400000E-01  0.4314245E-02  0.4726303E-02  0.8308736E-02  0.8247081E-02  0.2664048E-03  0.8888055E-02  0.7394257E-02  0.7472579E-02
  0.3500000E-01  0.4904541E-02  0.5353584E-02  0.9298648E-02  0.9261486E-02  0.3194417E-03  0.9621077E-02  0.8300974E-02  0.8385144E-02
  0.3600000E-01  0.5594929E-02  0.6088149E-02  0.1045627E-01  0.1046669E-01  0.3851497E-03  0.1040471E-01  0.9366807E-02  0.9455616E-02
  0.3700000E-01  0.6410437E-02  0.6960679E-02  0.1181902E-01  0.1190926E-01  0.4669716E-03  0.1124433E-01  0.1062988E-01  0.1072192E-01
  0.3800000E-01  0.7388908E-02  0.8012955E-02  0.1342343E-01  0.1363643E-01  0.5696461E-03  0.1214225E-01  0.1213132E-01  0.1222529E-01
  0.3900000E-01  0.8560910E-02  0.9280888E-02  0.1532077E-01  0.1571694E-01  0.6988116E-03  0.1310603E-01  0.1392276E-01  0.1401599E-01
  0.4000000E-01  0.9953708E-02  0.1079672E-01  0.1756875E-01  0.1822213E-01  0.8620667E-03  0.1414225E-01  0.1605978E-01  0.1614695E-01
  0.4100000E-01  0.1160666E-01  0.1260455E-01  0.2021135E-01  0.2122174E-01  0.1069142E-02  0.1526451E-01  0.1859274E-01  0.1866584E-01
  0.4200000E-01  0.1356467E-01  0.1476728E-01  0.2333679E-01  0.2483988E-01  0.1333036E-02  0.1648500E-01  0.2161272E-01  0.2165954E-01
  0.4300000E-01  0.1588342E-01  0.1737268E-01  0.2709693E-01  0.2927795E-01  0.1671433E-02  0.1782356E-01  0.2526632E-01  0.2526884E-01
  0.4400000E-01  0.1862455E-01  0.2052551E-01  0.3165631E-01  0.3476205E-01  0.2108255E-02  0.1930374E-01  0.2971657E-01  0.2964865E-01
  0.4500000E-01  0.2189988E-01  0.2439998E-01  0.3720629E-01  0.4157595E-01  0.2676778E-02  0.2095656E-01  0.3517268E-01  0.3499982E-01
  0.4600000E-01  0.2584445E-01  0.2919278E-01  0.4391163E-01  0.4999346E-01  0.3422417E-02  0.2281933E-01  0.4183522E-01  0.4151197E-01
  0.4700000E-01  0.3052681E-01  0.3504892E-01  0.5202464E-01  0.6039668E-01  0.4402145E-02  0.2494754E-01  0.4996149E-01  0.4941980E-01
  0.4800000E-01  0.3602701E-01  0.4212768E-01  0.6176943E-01  0.7314768E-01  0.5695768E-02  0.2744440E-01  0.5979626E-01  0.5894097E-01
  0.4900000E-01  0.4242630E-01  0.5061305E-01  0.7330780E-01  0.8861930E-01  0.7408310E-02  0.3046180E-01  0.7156063E-01  0.7026383E-01
  0.5000000E-01  0.4978866E-01  0.6074225E-01  0.8696269E-01  0.1073436E+00  0.9683426E-02  0.3417923E-01  0.8560668E-01  0.8370089E-01
  0.5100000E-01  0.5814377E-01  0.7272251E-01  0.1030181E+00  0.1298025E+00  0.1271806E-01  0.3884547E-01  0.1022445E+00  0.9952222E-01
  0.5200000E-01  0.6747415E-01  0.8670548E-01  0.1215435E+00  0.1562546E+00  0.1677547E-01  0.4478377E-01  0.1216152E+00  0.1178292E+00
  0.5300000E-01  0.7773922E-01  0.1026588E+00  0.1422001E+00  0.1862788E+00  0.2221491E-01  0.5246965E-01  0.1434466E+00  0.1383411E+00
  0.5400000E-01  0.8849781E-01  0.1199282E+00  0.1640344E+00  0.2185198E+00  0.2949211E-01  0.6246341E-01  0.1667887E+00  0.1601213E+00
  0.5500000E-01  0.9914215E-01  0.1374321E+00  0.1856247E+00  0.2508171E+00  0.3919974E-01  0.7549159E-01  0.1901382E+00  0.1817485E+00
  0.5600000E-01  0.1090256E+00  0.1538348E+00  0.2051923E+00  0.2802739E+00  0.5211675E-01  0.9221934E-01  0.2115516E+00  0.2014436E+00
  0.5700000E-01  0.1175370E+00  0.1678753E+00  0.2213599E+00  0.3044861E+00  0.6915918E-01  0.1139206E+00  0.2293877E+00  0.2177773E+00
  0.5800000E-01  0.1242339E+00  0.1786907E+00  0.2333173E+00  0.3218791E+00  0.9134256E-01  0.1420108E+00  0.2425628E+00  0.2298548E+00
