7000.0, 0
7015.0, 0.010968
7072.0, 0.021049
7107.9, 0.034792
7128.4, 0.048205
7144.2, 0.063228
7153.0, 0.078579
7163.4, 0.092065
7170.1, 0.10905
7180.2, 0.12450
7185.7, 0.13888
7199.4, 0.15410
7207.7, 0.17215
7214.0, 0.19444
7221.8, 0.21775
7228.3, 0.24047
7232.3, 0.26412
7232.7, 0.28262
7239.0, 0.30118
7242.3, 0.31962
7247.7, 0.33773
7250.2, 0.35539
7254.3, 0.37632
7258.0, 0.40094
7262.5, 0.42680
7265.2, 0.45292
7269.2, 0.47953
7273.7, 0.50729
7276.7, 0.53354
7280.3, 0.55869
7284.0, 0.58425
7289.0, 0.61087
7291.5, 0.63787
7296.6, 0.66286
7299.4, 0.68828
7302.5, 0.71138
7307.9, 0.73500
7309.5, 0.76085
7313.6, 0.78670
7318.8, 0.80960
7323.1, 0.82882
7324.6, 0.84635
7330.3, 0.86202
7338.3, 0.88168
7350.4, 0.90576
7366.4, 0.92407
7418.2, 0.91870
7447.5, 0.91159
7497.9, 0.92261
7536.7, 0.93916
7588.7, 0.95244
7642.0, 0.96896
7696.4, 0.96566
7742.9, 0.94860
7795.6, 0.94422
7849.9, 0.93974
7911.9, 0.94285
7970.0, 0.94270
8028.1, 0.94605
8086.2, 0.94659
8142.9, 0.95693
8198.1, 0.96986
8238.6, 0.98679
8296.7, 0.98507
8354.8, 0.97983
8412.9, 0.97719
8460.1, 0.96689
8506.1, 0.95200
8539.5, 0.94532
8589.5, 0.94168
8640.9, 0.93233
8677.7, 0.91319
8687.3, 0.88915
8672.5, 0.93118
8694.3, 0.86891
8697.5, 0.85199
8701.6, 0.83588
8704.0, 0.82030
8708.9, 0.80392
8720.6, 0.78124
8727.3, 0.76127
8730.0, 0.74117
8735.9, 0.72175
8738.5, 0.70370
8738.2, 0.68677
8742.7, 0.67076
8741.9, 0.65502
8747.8, 0.63529
8750.6, 0.61563
8749.1, 0.60084
8754.5, 0.58356
8755.8, 0.56629
8760.1, 0.54533
8761.3, 0.52236
8766.2, 0.49889
8762.7, 0.47686
8767.5, 0.45278
8770.6, 0.43229
8769.2, 0.41793
8773.9, 0.39636
8782.1, 0.37253
8783.3, 0.35251
8783.6, 0.33849
8786.9, 0.31680
8788.2, 0.29005
8792.4, 0.26800
8790.5, 0.25162
8791.2, 0.23558
8793.0, 0.21812
8803.5, 0.19568
8808.7, 0.17588
8816.3, 0.16021
8822.4, 0.14495
8832.0, 0.12830
8839.6, 0.11134
8847.7, 0.095568
8859.8, 0.080129
8875.5, 0.064045
8892.0, 0.047626
8906.7, 0.032042
8944.6, 0.016180
9000.0, 0.0
