120
   4670.0    0.0
   4690.00   .99973E-02
   4710.00   .96250E-01
   4730.00   .52250E+00
   4750.00   .20175E+01
   4770.00   .57038E+01
   4790.00   .12329E+02
   4810.00   .21699E+02
   4830.00   .32451E+02
   4850.00   .43031E+02
   4870.00   .52474E+02
   4890.00   .60372E+02
   4910.00   .66720E+02
   4930.00   .71653E+02
   4950.00   .75465E+02
   4970.00   .78399E+02
   4990.00   .80637E+02
   5010.00   .82400E+02
   5030.00   .83756E+02
   5050.00   .84805E+02
   5070.00   .85610E+02
   5090.00   .86232E+02
   5110.00   .86711E+02
   5130.00   .87096E+02
   5150.00   .87314E+02
   5170.00   .87496E+02
   5190.00   .87579E+02
   5210.00   .87590E+02
   5230.00   .87504E+02
   5250.00   .87353E+02
   5270.00   .87190E+02
   5290.00   .86933E+02
   5310.00   .86616E+02
   5330.00   .86250E+02
   5350.00   .85835E+02
   5370.00   .85317E+02
   5390.00   .84744E+02
   5410.00   .84110E+02
   5430.00   .83394E+02
   5450.00   .82611E+02
   5470.00   .81761E+02
   5490.00   .80801E+02
   5510.00   .79754E+02
   5530.00   .78613E+02
   5550.00   .77460E+02
   5570.00   .76206E+02
   5590.00   .74839E+02
   5610.00   .73405E+02
   5630.00   .71870E+02
   5650.00   .70304E+02
   5670.00   .68618E+02
   5690.00   .66853E+02
   5710.00   .65018E+02
   5730.00   .63106E+02
   5750.00   .61165E+02
   5770.00   .59139E+02
   5790.00   .57061E+02
   5810.00   .54935E+02
   5830.00   .52731E+02
   5850.00   .50583E+02
   5870.00   .48331E+02
   5890.00   .46065E+02
   5910.00   .43831E+02
   5930.00   .41610E+02
   5950.00   .39361E+02
   5970.00   .37156E+02
   5990.00   .34967E+02
   6010.00   .32819E+02
   6030.00   .30717E+02
   6050.00   .28676E+02
   6070.00   .26665E+02
   6090.00   .24718E+02
   6110.00   .22839E+02
   6130.00   .21048E+02
   6150.00   .19320E+02
   6170.00   .17688E+02
   6190.00   .16138E+02
   6210.00   .14664E+02
   6230.00   .13280E+02
   6250.00   .11983E+02
   6270.00   .10778E+02
   6290.00   .96513E+01
   6310.00   .86100E+01
   6330.00   .76612E+01
   6350.00   .67850E+01
   6370.00   .59950E+01
   6390.00   .52700E+01
   6410.00   .46088E+01
   6430.00   .40200E+01
   6450.00   .34938E+01
   6470.00   .30200E+01
   6490.00   .26012E+01
   6510.00   .22337E+01
   6530.00   .19062E+01
   6550.00   .16237E+01
   6570.00   .13763E+01
   6590.00   .11650E+01
   6610.00   .97875E+00
   6630.00   .81500E+00
   6650.00   .68125E+00
   6670.00   .56750E+00
   6690.00   .46750E+00
   6710.00   .38625E+00
   6730.00   .31625E+00
   6750.00   .25875E+00
   6770.00   .20625E+00
   6790.00   .16875E+00
   6810.00   .13500E+00
   6830.00   .10875E+00
   6850.00   .85000E-01
   6870.00   .66250E-01
   6890.00   .42500E-01
   6910.00   .31250E-01
   6930.00   .30000E-01
   6950.00   .23750E-01
   6970.00   .16250E-01
   6990.00   .11250E-01
   7010.00   .87500E-02
   7030.00   .50000E-02
   7050.0    0.0
