4453.4, 0.0088714
4493.4, 0.010453
4533.3, 0.013988
4573.2, 0.018785
4613.2, 0.023215
4653.1, 0.027117
4693.1, 0.031873
4731.2, 0.039299
4763.6, 0.051178
4787.8, 0.059751
4803.8, 0.069352
4814.7, 0.080163
4826.3, 0.092518
4837.9, 0.10366
4844.3, 0.11883
4851.3, 0.13553
4858.1, 0.15225
4860.1, 0.16952
4865.2, 0.18590
4867.6, 0.20354
4878.0, 0.26408
4874.6, 0.25039
4874.6, 0.24073
4872.8, 0.23108
4872.8, 0.22123
4868.5, 0.21466
4880.9, 0.30378
4880.0, 0.28972
4878.2, 0.27930
4867.3, 0.27406
4884.7, 0.34415
4883.7, 0.33086
4881.9, 0.32138
4876.4, 0.31435
4888.8, 0.36140
4878.2, 0.19481
4897.2, 0.40752
4894.6, 0.39471
4894.6, 0.38486
4894.6, 0.37501
4906.1, 0.51313
4903.6, 0.49970
4903.6, 0.48985
4903.6, 0.48044
4901.8, 0.47015
4901.8, 0.46030
4901.8, 0.45045
4901.8, 0.44172
4900.0, 0.43194
4900.0, 0.42209
4907.3, 0.52566
4917.9, 0.70308
4916.4, 0.68952
4916.4, 0.67978
4914.5, 0.66995
4914.5, 0.66010
4914.5, 0.65025
4914.5, 0.64066
4912.7, 0.63102
4912.7, 0.62117
4912.7, 0.61132
4912.7, 0.60177
4910.9, 0.59210
4910.9, 0.58225
4910.9, 0.57240
4910.9, 0.56291
4909.1, 0.55342
4909.1, 0.54357
4908.5, 0.53521
4920.8, 0.74277
4920.0, 0.72858
4921.4, 0.71827
4907.3, 0.71280
4924.4, 0.77394
4923.6, 0.76059
4924.2, 0.75548
4928.1, 0.80049
4923.6, 0.78742
4931.6, 0.82572
4928.3, 0.81416
4939.0, 0.85329
4945.4, 0.86662
4948.3, 0.87810
4936.3, 0.83869
4952.4, 0.88970
4970.8, 0.90038
4985.9, 0.91087
4974.0, 0.86574
4986.3, 0.88468
4979.9, 0.87277
5000.6, 0.92242
5012.8, 0.93380
5002.3, 0.89829
5013.5, 0.91179
5028.1, 0.94447
5058.4, 0.95560
5097.0, 0.95919
5130.1, 0.95478
5145.6, 0.94593
5177.2, 0.94330
5200.2, 0.95058
5235.3, 0.95715
5274.0, 0.96696
5313.9, 0.96712
5353.9, 0.97090
5393.8, 0.96813
5433.8, 0.96845
5476.8, 0.97397
5510.4, 0.97407
5536.9, 0.96641
5569.7, 0.95803
5608.0, 0.95574
5644.6, 0.96341
5687.9, 0.97211
5729.9, 0.97265
5764.7, 0.96525
5774.5, 0.95507
5782.7, 0.94491
5786.6, 0.93437
5792.0, 0.92295
5795.4, 0.91190
5802.1, 0.90055
5802.9, 0.88750
5808.3, 0.87399
5812.9, 0.85149
5807.7, 0.86459
5815.0, 0.83854
5815.4, 0.82792
5821.1, 0.81449
5816.8, 0.80326
5818.6, 0.79272
5818.6, 0.78296
5825.5, 0.76799
5825.9, 0.75629
5830.9, 0.74524
5828.2, 0.73427
5833.2, 0.72354
5833.2, 0.71369
5831.8, 0.70343
5835.6, 0.69148
5836.8, 0.68018
5836.8, 0.67033
5841.9, 0.65603
5839.1, 0.64271
5844.1, 0.63157
5844.1, 0.62172
5842.7, 0.61182
5847.7, 0.60048
5846.3, 0.59011
5849.5, 0.57999
5851.3, 0.56927
5850.0, 0.55877
5853.1, 0.54910
5853.1, 0.53925
5853.6, 0.52888
5856.8, 0.51955
5856.8, 0.50970
5858.6, 0.49981
5858.6, 0.48996
5861.2, 0.47871
5862.2, 0.46822
5860.8, 0.45809
5864.0, 0.44792
5865.8, 0.43777
5864.5, 0.42759
5867.9, 0.41654
5869.5, 0.40566
5868.1, 0.39546
5871.5, 0.38456
5873.1, 0.37356
5871.7, 0.36340
5875.2, 0.35245
5876.7, 0.34222
5875.4, 0.33200
5881.2, 0.32007
5880.4, 0.30883
5880.4, 0.29904
5885.2, 0.28754
5882.6, 0.27592
5887.6, 0.26585
5887.6, 0.25600
5889.4, 0.24565
5890.9, 0.23321
5894.0, 0.22063
5893.5, 0.20972
5897.0, 0.19518
5901.5, 0.17798
5905.8, 0.16171
5904.6, 0.15056
5910.1, 0.13780
5913.7, 0.12209
5918.5, 0.10807
5922.0, 0.093314
5929.4, 0.078776
5936.4, 0.065568
5943.9, 0.054188
5950.6, 0.044026
5965.3, 0.032627
5983.5, 0.021574
6011.5, 0.013660
6047.4, 0.0085981
