TEFF   4000.  GRAVITY 2.50000 LTE 
TITLE  [-0.5] VTURB=2  L/H=1.25 NOVER NEW ODF                                   
FLUX    1     9.09        3.298047E+16   8.8042-287   8.8043-287   0.99998
FLUX    2     9.35        3.206337E+16   7.1796-279   7.1798-279   0.99998
FLUX    3     9.61        3.119589E+16   2.1785-271   2.1786-271   0.99998
FLUX    4     9.77        3.068500E+16   5.5450-267   5.5451-267   0.99998
FLUX    5     9.96        3.009965E+16   6.1850-262   6.1852-262   0.99998
FLUX    6    10.20        2.939142E+16   7.8827-256   7.8828-256   0.99998
FLUX    7    10.38        2.888174E+16   1.9488-251   1.9488-251   0.99998
FLUX    8    10.56        2.838944E+16   3.4073-247   3.4074-247   0.99998
FLUX    9    10.77        2.783589E+16   2.0038-242   2.0038-242   0.99998
FLUX   10    11.04        2.715512E+16   1.4669-236   1.4669-236   0.99998
FLUX   11    11.40        2.629759E+16   3.5584-229   3.5584-229   0.99998
FLUX   12    11.78        2.544928E+16   7.1553-222   7.1554-222   0.99998
FLUX   13    12.13        2.471496E+16   1.4943-215   1.4943-215   0.99998
FLUX   14    12.48        2.402184E+16   1.3726-209   1.3727-209   0.99998
FLUX   15    12.71        2.358714E+16   7.5251-206   7.5252-206   0.99998
FLUX   16    12.84        2.334833E+16   8.5185-204   8.5187-204   0.99998
FLUX   17    13.05        2.297260E+16   1.4494-200   1.4495-200   0.99998
FLUX   18    13.24        2.264294E+16   9.8929-198   9.8931-198   0.99998
FLUX   19    13.39        2.238928E+16   1.4988-195   1.4988-195   0.99998
FLUX   20    13.66        2.194674E+16   9.5298-192   9.5300-192   0.99998
FLUX   21    13.98        2.144439E+16   1.9747-187   1.9748-187   0.99998
FLUX   22    14.33        2.092062E+16   6.2217-183   6.2218-183   0.99998
FLUX   23    14.72        2.036634E+16   3.5723-178   3.5724-178   0.99998
FLUX   24    15.10        1.985381E+16   8.9552-174   8.9554-174   0.99998
FLUX   25    15.52        1.931653E+16   3.6476-169   3.6477-169   0.99998
FLUX   26    15.88        1.887862E+16   2.0772-165   2.0772-165   0.99998
FLUX   27    16.20        1.850571E+16   3.2705-162   3.2705-162   0.99998
FLUX   28    16.60        1.805979E+16   2.1702-158   2.1702-158   0.99998
FLUX   29    17.03        1.760379E+16   1.7511-154   1.7511-154   0.99998
FLUX   30    17.34        1.728907E+16   8.6802-152   8.6804-152   0.99998
FLUX   31    17.68        1.695659E+16   6.0967-149   6.0968-149   0.99998
FLUX   32    18.02        1.663665E+16   3.3373-146   3.3374-146   0.99998
FLUX   33    18.17        1.649931E+16   4.9957-145   4.9958-145   0.99998
FLUX   34    18.61        1.610921E+16   1.0863-141   1.0863-141   0.99998
FLUX   35    19.10        1.569594E+16   3.7138-138   3.7139-138   0.99998
FLUX   36    19.39        1.546119E+16   3.7631-136   3.7632-136   0.99998
FLUX   37    19.84        1.511051E+16   3.7235-133   3.7236-133   0.99998
FLUX   38    20.18        1.485592E+16   5.5662-131   5.5663-131   0.99998
FLUX   39    20.50        1.462402E+16   5.3252-129   5.3253-129   0.99998
FLUX   40    21.05        1.424192E+16   9.7034-126   9.7036-126   0.99998
FLUX   41    21.62        1.386644E+16   1.5471-122   1.5472-122   0.99998
FLUX   42    21.98        1.363933E+16   1.3361-120   1.3362-120   0.99998
FLUX   43    22.30        1.344361E+16   6.2110-119   6.2111-119   0.99998
FLUX   44    22.68        1.321836E+16   5.1509-117   5.1510-117   0.99998
FLUX   45    23.00        1.303446E+16   1.8987-115   1.8987-115   0.99998
FLUX   46    23.40        1.281165E+16   1.4953-113   1.4953-113   0.99998
FLUX   47    24.00        1.249135E+16   7.9336-111   7.9337-111   0.99998
FLUX   48    24.65        1.216197E+16   5.0147-108   5.0147-108   0.99998
FLUX   49    25.24        1.187767E+16   1.3071-105   1.3071-105   0.99998
FLUX   50    25.68        1.167416E+16   6.9987-104   6.9988-104   0.99998
FLUX   51    26.00        1.153048E+16   1.1617-102   1.1617-102   0.99998
FLUX   52    26.40        1.135578E+16   3.5325-101   3.5326-101   0.99998
FLUX   53    26.85        1.116546E+16   1.4532E-99   1.4533E-99   0.99998
FLUX   54    27.35        1.096133E+16   7.8110E-98   7.8112E-98   0.99998
FLUX   55    27.85        1.076454E+16   3.6373E-96   3.6374E-96   0.99998
FLUX   56    28.40        1.055607E+16   2.1210E-94   2.1211E-94   0.99998
FLUX   57    29.00        1.033767E+16   1.4969E-92   1.4969E-92   0.99998
FLUX   58    29.60        1.012812E+16   8.8540E-91   8.8541E-91   0.99998
FLUX   59    30.10        9.959883E+15   2.3424E-89   2.3426E-89   0.99992
FLUX   60    30.80        9.733523E+15   1.9156E-87   1.9157E-87   0.99998
FLUX   61    31.80        9.427437E+15   7.3470E-85   7.3471E-85   0.99998
FLUX   62    32.80        9.140015E+15   1.9493E-82   1.9494E-82   0.99998
FLUX   63    33.80        8.869601E+15   3.6938E-80   3.6938E-80   0.99998
FLUX   64    34.80        8.614727E+15   5.1540E-78   5.1541E-78   0.99998
FLUX   65    35.70        8.397549E+15   3.4462E-76   3.4462E-76   0.99998
FLUX   66    36.60        8.191052E+15   1.8699E-74   1.8700E-74   0.99998
FLUX   67    37.50        7.994467E+15   8.3380E-73   8.3381E-73   0.99998
FLUX   68    38.50        7.786818E+15   4.5860E-71   4.5861E-71   0.99998
FLUX   69    39.50        7.589683E+15   2.0495E-69   2.0495E-69   0.99998
FLUX   70    40.50        7.402284E+15   7.5640E-68   7.5641E-68   0.99998
FLUX   71    41.40        7.241364E+15   1.6720E-66   1.6720E-66   0.99998
FLUX   72    42.20        7.104087E+15   2.3385E-65   2.3386E-65   0.99998
FLUX   73    43.00        6.971919E+15   2.9588E-64   2.9588E-64   0.99998
FLUX   74    44.10        6.798016E+15   8.3150E-63   8.3151E-63   0.99998
FLUX   75    45.10        6.647284E+15   1.4926E-61   1.4926E-61   0.99998
FLUX   76    46.00        6.517228E+15   1.7987E-60   1.7987E-60   0.99998
FLUX   77    47.00        6.378564E+15   2.5498E-59   2.5498E-59   0.99998
FLUX   78    48.00        6.245677E+15   3.2261E-58   3.2262E-58   0.99998
FLUX   79    49.00        6.118214E+15   3.6725E-57   3.6726E-57   0.99998
FLUX   80    50.00        5.995850E+15   3.7800E-56   3.7801E-56   0.99998
FLUX   81    50.60        5.924753E+15   1.9673E-55   2.2321E-55   0.88135
FLUX   82    51.20        5.855322E+15   8.2407E-55   8.3280E-55   0.98951
FLUX   83    52.00        5.765240E+15   4.5515E-54   4.5903E-54   0.99155
FLUX   84    53.00        5.656462E+15   3.5978E-53   3.5979E-53   0.99998
FLUX   85    54.00        5.551713E+15   2.5938E-52   2.6072E-52   0.99488
FLUX   86    55.00        5.450773E+15   1.7551E-51   1.7551E-51   0.99998
FLUX   87    56.00        5.353437E+15   1.1013E-50   1.1013E-50   0.99998
FLUX   88    57.00        5.259517E+15   6.4657E-50   6.4658E-50   0.99998
FLUX   89    58.00        5.168836E+15   3.5278E-49   3.5645E-49   0.98973
FLUX   90    59.00        5.081229E+15   1.8505E-48   1.8507E-48   0.99988
FLUX   91    60.00        4.996542E+15   9.0774E-48   9.0784E-48   0.99989
FLUX   92    61.00        4.914631E+15   4.2192E-47   4.2193E-47   0.99998
FLUX   93    62.00        4.835363E+15   1.8627E-46   1.8629E-46   0.99991
FLUX   94    63.00        4.758611E+15   7.8319E-46   7.8325E-46   0.99993
FLUX   95    64.00        4.684258E+15   3.1451E-45   3.1452E-45   0.99998
FLUX   96    65.00        4.612192E+15   1.2082E-44   1.2082E-44   0.99998
FLUX   97    65.80        4.556117E+15   3.4393E-44   3.4394E-44   0.99998
FLUX   98    66.50        4.508158E+15   8.4066E-44   8.4081E-44   0.99983
FLUX   99    67.50        4.441370E+15   2.9155E-43   2.9159E-43   0.99985
FLUX  100    68.50        4.376533E+15   9.7378E-43   9.7379E-43   0.99998
FLUX  101    69.50        4.313561E+15   3.1366E-42   3.1367E-42   0.99998
FLUX  102    70.50        4.252376E+15   9.7542E-42   9.7605E-42   0.99935
FLUX  103    71.60        4.187046E+15   3.2749E-41   3.2750E-41   0.99998
FLUX  104    72.60        4.129373E+15   9.5219E-41   9.5221E-41   0.99998
FLUX  105    73.50        4.078809E+15   2.4252E-40   2.4253E-40   0.99993
FLUX  106    74.50        4.024060E+15   6.6672E-40   6.6680E-40   0.99987
FLUX  107    75.50        3.970762E+15   1.7824E-39   1.7827E-39   0.99987
FLUX  108    76.50        3.918856E+15   4.6395E-39   4.6396E-39   0.99997
FLUX  109    77.50        3.868290E+15   1.1766E-38   1.1767E-38   0.99986
