TEFF   5750.  GRAVITY 2.00000 LTE 
TITLE  [-1.0] VTURB=2  L/H=1.25 NOVER NEW ODF                                   
FLUX    1     9.09        3.298047E+16   2.0339-180   2.0339-180   0.99998
FLUX    2     9.35        3.206337E+16   1.8076-175   1.8076-175   0.99998
FLUX    3     9.61        3.119589E+16   8.6416-171   8.6418-171   0.99998
FLUX    4     9.77        3.068501E+16   4.9164-168   4.9165-168   0.99998
FLUX    5     9.96        3.009965E+16   7.0423-165   7.0425-165   0.99998
FLUX    6    10.20        2.939142E+16   4.6182-161   4.6183-161   0.99998
FLUX    7    10.38        2.888174E+16   2.5731-158   2.5731-158   0.99998
FLUX    8    10.56        2.838944E+16   1.1536-155   1.1536-155   0.99998
FLUX    9    10.77        2.783589E+16   1.1024-152   1.1024-152   0.99998
FLUX   10    11.04        2.715512E+16   5.0864-149   5.0865-149   0.99998
FLUX   11    11.40        2.629759E+16   2.0852-144   2.0852-144   0.99998
FLUX   12    11.78        2.544928E+16   7.5831-140   7.5832-140   0.99998
FLUX   13    12.13        2.471496E+16   6.6873-136   6.6874-136   0.99998
FLUX   14    12.48        2.402183E+16   3.5228-132   3.5229-132   0.99998
FLUX   15    12.71        2.358714E+16   7.5848-130   7.5850-130   0.99998
FLUX   16    12.84        2.334833E+16   1.4501-128   1.4501-128   0.99998
FLUX   17    13.05        2.297261E+16   1.5030-126   1.5030-126   0.99998
FLUX   18    13.24        2.264294E+16   8.8043-125   8.8044-125   0.99998
FLUX   19    13.39        2.238928E+16   2.0163-123   2.0163-123   0.99998
FLUX   20    13.66        2.194674E+16   4.7449-121   4.7450-121   0.99998
FLUX   21    13.98        2.144438E+16   2.3298-118   2.3298-118   0.99998
FLUX   22    14.33        2.092062E+16   1.4823-115   1.4824-115   0.99998
FLUX   23    14.72        2.036634E+16   1.3686-112   1.3686-112   0.99998
FLUX   24    15.10        1.985381E+16   7.5267-110   7.5268-110   0.99998
FLUX   25    15.52        1.931653E+16   5.5904-107   5.5905-107   0.99998
FLUX   26    15.88        1.887862E+16   1.2171-104   1.2171-104   0.99998
FLUX   27    16.20        1.850571E+16   1.1889-102   1.1890-102   0.99998
FLUX   28    16.60        1.805979E+16   2.8395-100   2.8395-100   0.99998
FLUX   29    17.03        1.760379E+16   7.6460E-98   7.6461E-98   0.99998
FLUX   30    17.34        1.728907E+16   3.6263E-96   3.6264E-96   0.99998
FLUX   31    17.68        1.695659E+16   2.1341E-94   2.1341E-94   0.99998
FLUX   32    18.02        1.663665E+16   1.0746E-92   1.0746E-92   0.99998
FLUX   33    18.17        1.649931E+16   5.7750E-92   5.7751E-92   0.99998
FLUX   34    18.61        1.610922E+16   6.8425E-90   6.8426E-90   0.99998
FLUX   35    19.10        1.569594E+16   1.0720E-87   1.0720E-87   0.99998
FLUX   36    19.39        1.546119E+16   1.8850E-86   1.8850E-86   0.99998
FLUX   37    19.84        1.511051E+16   1.3627E-84   1.3627E-84   0.99998
FLUX   38    20.18        1.485592E+16   3.0477E-83   3.0477E-83   0.99998
FLUX   39    20.50        1.462402E+16   5.1666E-82   5.1667E-82   0.99998
FLUX   40    21.05        1.424192E+16   5.4371E-80   5.4372E-80   0.99998
FLUX   41    21.62        1.386644E+16   5.2583E-78   5.2584E-78   0.99998
FLUX   42    21.98        1.363933E+16   8.3353E-77   8.3355E-77   0.99998
FLUX   43    22.30        1.344361E+16   8.9889E-76   8.9891E-76   0.99998
FLUX   44    22.68        1.321836E+16   1.3872E-74   1.3872E-74   0.99998
FLUX   45    23.00        1.303446E+16   1.2954E-73   1.2954E-73   0.99998
FLUX   46    23.40        1.281165E+16   1.9328E-72   1.9328E-72   0.99998
FLUX   47    24.00        1.249135E+16   9.3811E-71   9.3813E-71   0.99998
FLUX   48    24.65        1.216197E+16   5.0670E-69   5.0671E-69   0.99998
FLUX   49    25.24        1.187767E+16   1.5801E-67   1.5801E-67   0.99998
FLUX   50    25.68        1.167416E+16   1.8503E-66   1.8503E-66   0.99998
FLUX   51    26.00        1.153048E+16   1.0500E-65   1.0500E-65   0.99998
FLUX   52    26.40        1.135578E+16   8.6580E-65   8.6582E-65   0.99998
FLUX   53    26.85        1.116546E+16   8.5941E-64   8.5943E-64   0.99998
FLUX   54    27.35        1.096133E+16   1.0053E-62   1.0053E-62   0.99998
FLUX   55    27.85        1.076454E+16   1.0759E-61   1.0760E-61   0.99998
FLUX   56    28.40        1.055607E+16   1.3215E-60   1.3215E-60   0.99998
FLUX   57    29.00        1.033767E+16   1.8235E-59   1.8236E-59   0.99998
FLUX   58    29.60        1.012813E+16   2.2530E-58   2.2531E-58   0.99998
FLUX   59    30.10        9.959884E+15   1.6953E-57   1.6953E-57   0.99997
FLUX   60    30.80        9.733523E+15   2.5533E-56   2.5533E-56   0.99998
FLUX   61    31.80        9.427437E+15   9.9367E-55   9.9369E-55   0.99998
FLUX   62    32.80        9.140015E+15   3.0751E-53   3.0751E-53   0.99998
FLUX   63    33.80        8.869601E+15   7.7161E-52   7.7162E-52   0.99998
FLUX   64    34.80        8.614727E+15   1.6011E-50   1.6011E-50   0.99998
FLUX   65    35.70        8.397549E+15   2.1100E-49   2.1101E-49   0.99998
FLUX   66    36.60        8.191052E+15   2.4440E-48   2.4440E-48   0.99998
FLUX   67    37.50        7.994467E+15   2.5049E-47   2.5049E-47   0.99998
FLUX   68    38.50        7.786818E+15   2.9150E-46   2.9151E-46   0.99998
FLUX   69    39.50        7.589684E+15   2.9814E-45   2.9815E-45   0.99998
FLUX   70    40.50        7.402284E+15   2.7082E-44   2.7083E-44   0.99998
FLUX   71    41.40        7.241365E+15   1.7961E-43   1.7961E-43   0.99998
FLUX   72    42.20        7.104088E+15   8.9945E-43   8.9946E-43   0.99998
FLUX   73    43.00        6.971919E+15   4.2331E-42   4.2332E-42   0.99998
FLUX   74    44.10        6.798016E+15   3.2380E-41   3.2381E-41   0.99998
FLUX   75    45.10        6.647284E+15   1.8814E-40   1.8815E-40   0.99998
FLUX   76    46.00        6.517228E+15   8.5667E-40   8.5668E-40   0.99998
FLUX   77    47.00        6.378564E+15   4.3020E-39   4.3021E-39   0.99998
FLUX   78    48.00        6.245677E+15   2.0133E-38   2.0133E-38   0.99998
FLUX   79    49.00        6.118214E+15   8.8277E-38   8.8278E-38   0.99998
FLUX   80    50.00        5.995850E+15   3.6358E-37   3.6358E-37   0.99998
FLUX   81    50.60        5.924753E+15   1.0989E-36   1.2546E-36   0.87596
FLUX   82    51.20        5.855322E+15   2.7495E-36   2.7837E-36   0.98773
FLUX   83    52.00        5.765240E+15   7.7415E-36   7.8176E-36   0.99027
FLUX   84    53.00        5.656462E+15   2.7141E-35   2.7142E-35   0.99998
FLUX   85    54.00        5.551713E+15   8.9275E-35   8.9786E-35   0.99431
FLUX   86    55.00        5.450773E+15   2.8389E-34   2.8389E-34   0.99998
FLUX   87    56.00        5.353438E+15   8.5956E-34   8.5958E-34   0.99998
