TEFF   5750.  GRAVITY 0.50000 LTE 
TITLE  [-1.0] VTURB=2  L/H=1.25 NOVER NEW ODF                                   
FLUX    1     9.09        3.298047E+16   7.0872-189   7.0873-189   0.99998
FLUX    2     9.35        3.206337E+16   1.0768-183   1.0768-183   0.99998
FLUX    3     9.61        3.119589E+16   8.5483-179   8.5485-179   0.99998
FLUX    4     9.77        3.068501E+16   6.5559-176   6.5560-176   0.99998
FLUX    5     9.96        3.009965E+16   1.3222-172   1.3222-172   0.99998
FLUX    6    10.20        2.939142E+16   1.3116-168   1.3116-168   0.99998
FLUX    7    10.38        2.888174E+16   9.8429-166   9.8431-166   0.99998
FLUX    8    10.56        2.838944E+16   5.8835-163   5.8836-163   0.99998
FLUX    9    10.77        2.783589E+16   7.7696-160   7.7697-160   0.99998
FLUX   10    11.04        2.715512E+16   5.3356-156   5.3357-156   0.99998
FLUX   11    11.40        2.629759E+16   3.6095-151   3.6096-151   0.99998
FLUX   12    11.78        2.544928E+16   2.1543-146   2.1543-146   0.99998
FLUX   13    12.13        2.471496E+16   2.9169-142   2.9170-142   0.99998
FLUX   14    12.48        2.402183E+16   2.3031-138   2.3032-138   0.99998
FLUX   15    12.71        2.358714E+16   6.3912-136   6.3913-136   0.99998
FLUX   16    12.84        2.334833E+16   1.4047-134   1.4047-134   0.99998
FLUX   17    13.05        2.297261E+16   1.8129-132   1.8130-132   0.99998
FLUX   18    13.24        2.264294E+16   1.2873-130   1.2873-130   0.99998
FLUX   19    13.39        2.238928E+16   3.4185-129   3.4185-129   0.99998
FLUX   20    13.66        2.194674E+16   1.0415-126   1.0416-126   0.99998
FLUX   21    13.98        2.144438E+16   6.8561-124   6.8562-124   0.99998
FLUX   22    14.33        2.092062E+16   5.9215-121   5.9216-121   0.99998
FLUX   23    14.72        2.036634E+16   7.5543-118   7.5544-118   0.99998
FLUX   24    15.10        1.985381E+16   5.6025-115   5.6026-115   0.99998
FLUX   25    15.52        1.931653E+16   5.6928-112   5.6929-112   0.99998
FLUX   26    15.88        1.887862E+16   1.6000-109   1.6001-109   0.99998
FLUX   27    16.20        1.850571E+16   1.9428-107   1.9428-107   0.99998
FLUX   28    16.60        1.805979E+16   6.0177-105   6.0179-105   0.99998
FLUX   29    17.03        1.760379E+16   2.1140-102   2.1141-102   0.99998
FLUX   30    17.34        1.728907E+16   1.2046-100   1.2046-100   0.99998
FLUX   31    17.68        1.695659E+16   8.6052E-99   8.6054E-99   0.99998
FLUX   32    18.02        1.663665E+16   5.2216E-97   5.2217E-97   0.99998
FLUX   33    18.17        1.649931E+16   3.0401E-96   3.0402E-96   0.99998
FLUX   34    18.61        1.610922E+16   4.5218E-94   4.5219E-94   0.99998
FLUX   35    19.10        1.569594E+16   9.0135E-92   9.0136E-92   0.99998
FLUX   36    19.39        1.546119E+16   1.8174E-90   1.8174E-90   0.99998
FLUX   37    19.84        1.511051E+16   1.6117E-88   1.6117E-88   0.99998
